Time [s],Period,HomeHull,AwayHull
1174.0,1.0,1387.4807003462242,910.4769864763759
1176.0,1.0,1446.7629091115919,873.971337249784
1178.0,1.0,1461.040250747336,807.24659665632
1180.0,1.0,1280.213625098168,710.8800621664959
1182.0,1.0,1120.47513751968,744.562483070328
1184.0,1.0,991.7205832260161,847.8432245762081
1186.0,1.0,963.7777569595041,834.567743900616
1188.0,1.0,888.6182962164401,714.812304265552
1190.0,1.0,864.7653959580721,605.3877292753839
1192.0,1.0,910.495337323576,649.45071021613
1215.0,1.0,924.0718251387441,1707.1931700461919
1217.0,1.0,938.936020964592,1627.3614610628
1219.0,1.0,880.048695984816,1561.3368886649519
1221.0,1.0,854.0223390076401,1575.326210074208
1223.0,1.0,906.6532581143199,1637.2400885724878
1225.0,1.0,969.3735046546799,1616.424945515344
1227.0,1.0,911.282994709512,1465.341452980696
1229.0,1.0,828.079009785936,1379.7486683811198
1231.0,1.0,785.856409825192,1317.40763446848
1233.0,1.0,721.7054854951521,1205.197004779336
1235.0,1.0,751.3279425115361,1176.5770911188802
1237.0,1.0,881.386815623048,1227.6715973900882
1239.0,1.0,880.9627895546801,1184.077290010376
1241.0,1.0,876.175471922976,1100.793286649704
1243.0,1.0,1000.8492389361679,1167.082948557344
1245.0,1.0,1086.0435239002,1156.130202489592
1247.0,1.0,992.577383654688,939.160715912552
1249.0,1.0,898.648737613008,659.1721557295919
1251.0,1.0,886.122161693464,434.286277991248
1253.0,1.0,915.118928673496,545.4944833429599
1255.0,1.0,886.2346047995841,650.2420539444561
1257.0,1.0,933.3732143051441,591.874366781616
1259.0,1.0,1017.084370658288,515.85850550972
1261.0,1.0,1035.719410290792,468.552991917
1263.0,1.0,823.1805233503275,357.09632691142315
1315.0,1.0,596.777364416,241.695226606592
1317.0,1.0,612.9498477484559,234.524687865616
1319.0,1.0,747.717840110616,311.23229522481597
1321.0,1.0,840.870345607848,442.85075742901597
1323.0,1.0,894.9557157928559,474.50690259495997
1325.0,1.0,882.3072598085199,465.011312378704
1327.0,1.0,916.704635983016,510.65987766589603
1329.0,1.0,988.239564363264,568.57948266584
1331.0,1.0,1114.782565798456,676.990033239104
1333.0,1.0,1158.6819576382718,812.122300297704
1335.0,1.0,1118.633073271656,904.864175124224
1337.0,1.0,1011.6024829674159,973.991823922032
1339.0,1.0,866.9391965128959,985.7388947396801
1341.0,1.0,679.483295172256,954.42726395624
1343.0,1.0,605.850147667344,946.476846724552
1345.0,1.0,729.3845466899681,1100.2797544412479
1347.0,1.0,858.28060487888,1342.9788454427598
1349.0,1.0,875.2308816294719,1423.434304422096
1351.0,1.0,815.8915995813279,1455.890820905688
1353.0,1.0,865.8971630982239,1491.24260156304
1355.0,1.0,970.006748545288,1411.172917043056
1357.0,1.0,1025.664847415928,1231.021217613192
